,streetAddress,addressLocality,addressRegion,postalCode,latitude,longitude,price,property-beds,property-baths,property-sqft,Garage,Property Type,Square Footage
13486,"108 13726 67 AVENUE, Surrey, BC V3W 6X6",Surrey,BC,V3W 6X6,49.123813,-122.8424737,589000.0,2.0,1.0,886,,Townhome,886 SQFT
4696,"167 16177 83 AVENUE, Surrey, BC V4N 5T3",Surrey,BC,V4N 5T3,49.1538367,-122.7738171,749000.0,2.0,2.0,"1,182",,Townhome,"1,182 SQFT"
13493,"5973 SOUTHPARK GROVE, Surrey, BC V3X 2B9",Surrey,BC,V3X 2B9,49.1110885,-122.8827527,1588000.0,4.0,3.0,"2,618",,Single Family,"2,618 SQFT"
7969,"170 13660 GEORGE JUNCTION, Surrey, BC V3T 0R1",Surrey,BC,V3T 0R1,49.1808229,-122.843148,348900.0,,0.0,"1,125",,Condo,"1,125 SQFT"
13499,"14780 78 AVE AVENUE, Surrey, BC V3S 8Z4",Surrey,BC,V3S 8Z4,49.1444246,-122.8131289,1999000.0,8.0,6.0,"4,940",,Single Family,"4,940 SQFT"
13500,"703 9118 149 STREET, Surrey, BC V3R 3Z6",Surrey,BC,V3R 3Z6,49.1683818,-122.8091962,949000.0,4.0,4.0,"1,811",,Townhome,"1,811 SQFT"
13504,"15468 76B AVENUE, Surrey, BC V3S 3P3",Surrey,BC,V3S 3P3,49.1420459,-122.793312,2399000.0,10.0,9.0,"5,217",,Single Family,"5,217 SQFT"
13505,"7080 131A STREET, Surrey, BC V3W 0G9",Surrey,BC,V3W 0G9,49.1315585,-122.8577668,2079000.0,7.0,5.0,"3,625",,Single Family,"3,625 SQFT"
13507,"14177 60A AVENUE, Surrey, BC V3X 1C3",Surrey,BC,V3X 1C3,49.1128818,-122.8292837,1999000.0,7.0,8.0,"4,051",,Single Family,"4,051 SQFT"
13508,"14163 60A AVENUE, Surrey, BC V3X 1C3",Surrey,BC,V3X 1C3,49.1129433,-122.8300976,1999000.0,7.0,7.0,"4,024",,Single Family,"4,024 SQFT"
13511,"15911 111 AVENUE, Surrey, BC V4N 1C8",Surrey,BC,V4N 1C8,49.2044119,-122.7812232,1688000.0,5.0,4.0,"2,803",,Single Family,"2,803 SQFT"
13514,"6084 126 STREET, Surrey, BC V3X 1V6",Surrey,BC,V3X 1V6,49.1135044,-122.8732,1699900.0,6.0,4.0,"2,241",,Single Family,"2,241 SQFT"
8724,"11565 96A AVENUE, Surrey, BC V3V 1Z9",Surrey,BC,V3V 1Z9,49.1784278,-122.9021771,1245000.0,4.0,2.0,"1,180",,Single Family,"1,180 SQFT"
8720,"13780 115 AVENUE, Surrey, BC V3R 2P2",Surrey,BC,V3R 2P2,49.2112283,-122.8399493,1199000.0,2.0,2.0,"1,775",,Single Family,"1,775 SQFT"
13523,"65 12036 66 AVENUE, Surrey, BC V3W 3M2",Surrey,BC,V3W 3M2,49.1227805,-122.8895917,859900.0,3.0,3.0,"1,478",,Townhome,"1,478 SQFT"
4594,"6276 195B STREET, Surrey, BC V3S 7L8",Surrey,BC,V3S 7L8,49.1167761,-122.6801243,1448800.0,3.0,3.0,"2,175",,Single Family,"2,175 SQFT"
13525,"13256 COULTHARD ROAD, Surrey, BC V3X 3E6",Surrey,BC,V3X 3E6,49.102069,-122.854541,5389000.0,1.0,2.0,"2,860",,Single Family,"2,860 SQFT"
13529,"13130 69 AVENUE, Surrey, BC V3W 1R7",Surrey,BC,V3W 1R7,49.127593,-122.8580339,1998800.0,10.0,6.0,"3,985",,Single Family,"3,985 SQFT"
13531,"7319 145A STREET, Surrey, BC V3S 2Y8",Surrey,BC,V3S 2Y8,49.135859,-122.819385,2399000.0,8.0,8.0,"4,541",,Single Family,"4,541 SQFT"
13532,"12101 84 AVENUE, Surrey, BC V3W 3G4",Surrey,BC,V3W 3G4,49.1561587,-122.8875756,1899999.0,8.0,5.0,"3,671",,Single Family,"3,671 SQFT"
13542,"14812 72 AVENUE, Surrey, BC V3S 2G1",Surrey,BC,V3S 2G1,49.133542,-122.8117091,1359000.0,5.0,4.0,"2,151",,Single Family,"2,151 SQFT"
11440,"12219 99 AVENUE, Surrey, BC V3V 2N6",Surrey,BC,V3V 2N6,49.1827753,-122.8840778,1445000.0,5.0,2.0,"2,480",,Single Family,"2,480 SQFT"
13545,"401 12739 72 AVENUE, Surrey, BC V3W 2M7",Surrey,BC,V3W 2M7,49.134771,-122.868966,598888.0,2.0,2.0,"1,043",,Condo,"1,043 SQFT"
3913,"327 13321 102A AVENUE, Surrey, BC V3T 1P6",Surrey,BC,V3T 1P6,49.1894,-122.8539659,474800.0,1.0,1.0,668,,Condo,668 SQFT
13474,"12525 58A AVENUE, Surrey, BC V3X 0E8",Surrey,BC,V3X 0E8,49.1088948,-122.875292,1899000.0,6.0,5.0,"3,265",,Single Family,"3,265 SQFT"
6570,"312 10168 149 STREET, Surrey, BC V3R 3Z8",Surrey,BC,V3R 3Z8,49.1871568,-122.8090227,494900.0,1.0,1.0,577,,Condo,577 SQFT
13416,"311 7175 134 STREET, Surrey, BC V3W 4T1",Surrey,BC,V3W 4T1,49.1332025,-122.8514329,559000.0,2.0,2.0,"1,137",,Condo,"1,137 SQFT"
3926,"82 9405 121 STREET, Surrey, BC V3V 0A9",Surrey,BC,V3V 0A9,49.1739331,-122.8876397,849000.0,4.0,3.0,"1,476",,Townhome,"1,476 SQFT"
7963,"2908 13688 100 AVENUE, Surrey, BC V3T 0G5",Surrey,BC,V3T 0G5,49.184056,-122.843592,589000.0,2.0,2.0,767,,Condo,767 SQFT
7696,"702 10750 135A STREET, Surrey, BC V3T 4E2",Surrey,BC,V3T 4E2,49.1983528,-122.8470814,730000.0,2.0,2.0,756,,Condo,756 SQFT
4581,"305 10428 WHALLEY BOULEVARD, Surrey, BC V0V 0V0",Surrey,BC,V0V 0V0,49.191764,-122.8417626,499900.0,2.0,1.0,643,,Condo,643 SQFT
13422,"18876 53B AVENUE, Surrey, BC V3S 2K2",Surrey,BC,V3S 2K2,49.0997279,-122.6994503,1988000.0,8.0,6.0,"4,134",,Single Family,"4,134 SQFT"
13423,"313 8115 121A STREET, Surrey, BC V3W 1J2",Surrey,BC,V3W 1J2,49.1505347,-122.886948,529000.0,2.0,2.0,775,,Condo,775 SQFT
11045,"12990 112A AVENUE, Surrey, BC V3T 2S8",Surrey,BC,V3T 2S8,49.2066018,-122.8621336,2500000.0,7.0,4.0,"2,540",,Single Family,"2,540 SQFT"
13430,"43 8767 162 STREET, Surrey, BC V4N 6K7",Surrey,BC,V4N 6K7,49.162213,-122.7734155,775000.0,2.0,2.0,"1,166",,Townhome,"1,166 SQFT"
13433,"18117 68A AVENUE, Surrey, BC V3S 9C2",Surrey,BC,V3S 9C2,49.1271807,-122.7210838,1499900.0,5.0,3.0,"3,294",,Single Family,"3,294 SQFT"
8751,"2207 13685 102 AVENUE, Surrey, BC V3T 1N7",Surrey,BC,V3T 1N7,49.1880492,-122.8438238,499000.0,1.0,1.0,459,,Condo,459 SQFT
13440,"19093 SUNDALE COURT, Surrey, BC V3S 7M6",Surrey,BC,V3S 7M6,49.1062467,-122.6936427,1295000.0,3.0,2.0,"1,814",,Single Family,"1,814 SQFT"
8766,"1808 13308 CENTRAL AVENUE, Surrey, BC V3T 0M4",Surrey,BC,V3T 0M4,49.1903583,-122.8537689,399800.0,1.0,1.0,452,,Condo,452 SQFT
13445,"17901 58 AVENUE, Surrey, BC V3S 1L8",Surrey,BC,V3S 1L8,49.1078712,-122.726619,2099000.0,8.0,6.0,"3,603",,Single Family,"3,603 SQFT"
3921,"112 9781 148A STREET, Surrey, BC V3R 9P2",Surrey,BC,V3R 9P2,49.1800606,-122.8114788,750000.0,2.0,2.0,"1,437",,Townhome,"1,437 SQFT"
13449,"8484 120A STREET, Surrey, BC V3W 9R3",Surrey,BC,V3W 9R3,49.1570735,-122.8884904,1369000.0,3.0,3.0,"1,747",,Single Family,"1,747 SQFT"
13451,"208 7144 133B STREET, Surrey, BC V3W 8A4",Surrey,BC,V3W 8A4,49.1327053,-122.8525881,269000.0,2.0,1.0,"1,030",,Townhome,"1,030 SQFT"
13452,"15135 86 AVENUE, Surrey, BC V3S 4T8",Surrey,BC,V3S 4T8,49.1593956,-122.8031222,1499500.0,5.0,3.0,"2,450",,Single Family,"2,450 SQFT"
4592,"201 13283 70B AVENUE, Surrey, BC V3W 7Z2",Surrey,BC,V3W 7Z2,49.1317538,-122.8546188,300000.0,3.0,2.0,"1,520",,Townhome,"1,520 SQFT"
8743,"2805 10731 KING GEORGE BOULEVARD, Surrey, BC V3R 0N9",Surrey,BC,V3R 0N9,49.197656,-122.845704,679000.0,2.0,1.0,671,,Condo,671 SQFT
13455,"19415 70 AVENUE, Surrey, BC V4N 1N2",Surrey,BC,V4N 1N2,49.130135,-122.68469,1499999.0,5.0,5.0,"2,241",,Single Family,"2,241 SQFT"
8742,"1008 13308 CENTRAL AVENUE, Surrey, BC V3T 0M4",Surrey,BC,V3T 0M4,49.1903583,-122.8537689,438000.0,1.0,1.0,452,,Condo,452 SQFT
13460,"7819 156 STREET, Surrey, BC V3S 3R2",Surrey,BC,V3S 3R2,49.1449186,-122.7905784,6800000.0,4.0,2.0,"2,560",,Single Family,"2,560 SQFT"
13462,"303 15210 GUILDFORD DRIVE, Surrey, BC V3R 0X7",Surrey,BC,V3R 0X7,49.1960497,-122.8002704,658888.0,2.0,2.0,"1,206",,Condo,"1,206 SQFT"
13464,"13305 87B AVENUE, Surrey, BC V3W 6B9",Surrey,BC,V3W 6B9,49.1623811,-122.8540069,2290000.0,9.0,8.0,"5,635",,Single Family,"5,635 SQFT"
13468,"12768 62 AVENUE, Surrey, BC V3X 3M5",Surrey,BC,V3X 3M5,49.1152284,-122.8691469,1929999.0,7.0,7.0,"4,061",,Single Family,"4,061 SQFT"
8739,"105 14925 100 AVENUE, Surrey, BC V3R 1J6",Surrey,BC,V3R 1J6,49.1844414,-122.80898,399000.0,1.0,1.0,653,,Condo,653 SQFT
13471,"509 9983 E BARNSTON DRIVE, Surrey, BC V4N 6T3",Surrey,BC,V4N 6T3,49.1839716,-122.7309267,559900.0,2.0,1.0,717,,Condo,717 SQFT
13446,"92 10752 GUILDFORD DRIVE, Surrey, BC V3R 1W6",Surrey,BC,V3R 1W6,49.1975383,-122.7985332,645000.0,2.0,1.0,"1,560",,Townhome,"1,560 SQFT"
7265,"1001 13615 FRASER HIGHWAY, Surrey, BC V3T 0P7",Surrey,BC,V3T 0P7,49.180819,-122.844191,465000.0,1.0,1.0,494,,Condo,494 SQFT
9387,"704 9887 WHALLEY BOULEVARD, Surrey, BC V3T 0P4",Surrey,BC,V3T 0P4,49.1827913,-122.8429414,709900.0,2.0,2.0,838,,Condo,838 SQFT
4076,"8883 164A STREET, Surrey, BC V4N 1A2",Surrey,BC,V4N 1A2,49.1638173,-122.766585,2228888.0,5.0,3.0,,,Single Family,0 SQFT
10636,"10935 140 STREET, Surrey, BC V3R 3G3",Surrey,BC,V3R 3G3,49.2014039,-122.8345124,2300000.0,6.0,4.0,"2,200",,Single Family,"2,200 SQFT"
11891,"12424 OLD YALE ROAD, Surrey, BC V3V 3X8",Surrey,BC,V3V 3X8,49.1971469,-122.8779173,1599000.0,2.0,1.0,960,,Single Family,960 SQFT
10166,"W212 13838 108 AVENUE, Surrey, BC V3T 2K8",Surrey,BC,V3T 2K8,49.1987715,-122.8384926,495000.0,1.0,1.0,503,,Condo,503 SQFT
10164,"425 13228 OLD YALE ROAD, Surrey, BC V3T 0K3",Surrey,BC,V3T 0K3,49.187326,-122.855737,648880.0,2.0,2.0,888,,Condo,888 SQFT
10162,"2904 13495 CENTRAL AVENUE, Surrey, BC V3T 0K2",Surrey,BC,V3T 0K2,49.1906403,-122.8481513,450000.0,1.0,1.0,560,,Condo,560 SQFT
10161,"13827 BERG ROAD, Surrey, BC V3R 5L2",Surrey,BC,V3R 5L2,49.2009593,-122.8386267,1799000.0,6.0,3.0,"2,512",,Single Family,"2,512 SQFT"
12332,"205 10777 138 STREET, Surrey, BC V3T 0T5",Surrey,BC,V3T 0T5,49.1986851,-122.8397606,799999.0,3.0,2.0,"1,019",,Condo,"1,019 SQFT"
10158,"629 9456 134 STREET, Surrey, BC V3V 5S4",Surrey,BC,V3V 5S4,49.1744528,-122.851127,650000.0,2.0,2.0,812,,Condo,812 SQFT
10641,"1103 13318 104 AVENUE, Surrey, BC V3T 0R2",Surrey,BC,V3T 0R2,49.1914701,-122.8534478,718800.0,2.0,2.0,818,,Condo,818 SQFT
12335,"425 11077 RAVINE ROAD, Surrey, BC V3T 0R7",Surrey,BC,V3T 0R7,49.204259,-122.854182,479999.0,1.0,1.0,519,,Condo,519 SQFT
10155,"14734 108 AVENUE, Surrey, BC V3R 1V8",Surrey,BC,V3R 1V8,49.1985123,-122.8143096,1850000.0,5.0,3.0,"2,426",,Single Family,"2,426 SQFT"
12336,"429 11077 RAVINE ROAD, Surrey, BC V3T 0R7",Surrey,BC,V3T 0R7,49.204259,-122.854182,479999.0,1.0,1.0,557,,Condo,557 SQFT
10149,"212 13728 108 AVENUE, Surrey, BC V3T 0G2",Surrey,BC,V3T 0G2,49.1985061,-122.8420767,365000.0,1.0,1.0,447,,Condo,447 SQFT
10138,"1606 13750 100 AVENUE, Surrey, BC V3T 0L3",Surrey,BC,V3T 0L3,49.1840276,-122.8414624,628000.0,2.0,2.0,776,,Condo,776 SQFT
12355,"10661 138A STREET, Surrey, BC V3T 4L2",Surrey,BC,V3T 4L2,49.1962775,-122.8386862,2600000.0,4.0,4.0,"3,271",,Single Family,"3,271 SQFT"
12356,"10650 138 STREET, Surrey, BC V3T 4K5",Surrey,BC,V3T 4K5,49.1961096,-122.8392345,2900000.0,3.0,2.0,"1,812",,Single Family,"1,812 SQFT"
7897,"209 13963 105 BOULEVARD, Surrey, BC V3T 0M9",Surrey,BC,V3T 0M9,49.194477,-122.8353648,610000.0,2.0,2.0,803,,Condo,803 SQFT
10125,"3101 13618 100 AVENUE, Surrey, BC V3T 0A8",Surrey,BC,V3T 0A8,49.184037,-122.844542,599000.0,2.0,2.0,742,,Condo,742 SQFT
4266,"21 15988 32 AVENUE, Surrey, BC V3Z 2J4",Surrey,BC,V3Z 2J4,49.059853,-122.780624,1288000.0,5.0,4.0,"2,852",,Townhome,"2,852 SQFT"
12364,"427 13321 102A AVENUE, Surrey, BC V3T 1P6",Surrey,BC,V3T 1P6,49.1894,-122.8539659,499999.0,1.0,1.0,661,,Condo,661 SQFT
12366,"13858 BRENTWOOD CRESCENT, Surrey, BC V3R 5L9",Surrey,BC,V3R 5L9,49.202784,-122.837771,1800000.0,5.0,3.0,"2,562",,Single Family,"2,562 SQFT"
10183,"307 13858 108 AVENUE, Surrey, BC V3T 0T8",Surrey,BC,V3T 0T8,49.1987704,-122.8379597,475000.0,0.0,1.0,434,,Condo,434 SQFT
11881,"618 13458 95TH AVENUE, Surrey, BC V3V 1P5",Surrey,BC,V3V 1P5,49.1753125,-122.8495565,719000.0,2.0,2.0,794,,Condo,794 SQFT
10630,"W406 10829 140 STREET, Surrey, BC V3R 0H4",Surrey,BC,V3R 0H4,49.1990729,-122.834295,499900.0,1.0,1.0,529,,Condo,529 SQFT
10256,"409 9887 WHALLEY BOULEVARD, Surrey, BC V3T 0P4",Surrey,BC,V3T 0P4,49.1827913,-122.8429414,499000.0,1.0,1.0,538,,Condo,538 SQFT
10596,"2808 13325 102A AVENUE, Surrey, BC V3T 0J5",Surrey,BC,V3T 0J5,49.1896697,-122.8533376,449000.0,1.0,1.0,590,,Condo,590 SQFT
10597,"132 13958 108 AVENUE, Surrey, BC V3T 0B4",Surrey,BC,V3T 0B4,49.1986542,-122.8355507,460000.0,2.0,2.0,715,,Townhome,715 SQFT
12256,"14880 96 AVENUE, Surrey, BC V3R 1E7",Surrey,BC,V3R 1E7,49.1765651,-122.8097176,1999000.0,4.0,3.0,"1,911",,Single Family,"1,911 SQFT"
12257,"14864 96 AVENUE, Surrey, BC V3R 1E7",Surrey,BC,V3R 1E7,49.1765576,-122.8102287,1999000.0,4.0,3.0,"1,786",,Single Family,"1,786 SQFT"
10250,"3808 13696 100 AVENUE, Surrey, BC V3T 0L5",Surrey,BC,V3T 0L5,49.1840466,-122.8425558,473000.0,1.0,1.0,510,,Condo,510 SQFT
12258,"14872 96 AVENUE, Surrey, BC V3R 1E7",Surrey,BC,V3R 1E7,49.1765605,-122.8099346,1999000.0,4.0,3.0,"1,784",,Single Family,"1,784 SQFT"
12267,"208 10581 140 STREET, Surrey, BC V3T 4N6",Surrey,BC,V3T 4N6,49.19457,-122.8344965,650000.0,2.0,2.0,972,,Condo,972 SQFT
12269,"C404 10465 139 STREET, Surrey, BC V0V 0V0",Surrey,BC,V0V 0V0,49.192064,-122.8371219,709900.0,2.0,2.0,799,,Condo,799 SQFT
12274,"1603 13675 107A AVENUE, Surrey, BC N0N 0N0",Surrey,BC,N0N 0N0,49.1976968,-122.8431117,349000.0,0.0,1.0,330,,Condo,330 SQFT
12275,"12978 96A AVENUE, Surrey, BC V3T 5K5",Surrey,BC,V3T 5K5,49.1778114,-122.8631775,1525000.0,4.0,3.0,"3,928",,Single Family,"3,928 SQFT"
12276,"12778 114 AVENUE, Surrey, BC V3V 3P1",Surrey,BC,V3V 3P1,49.2096156,-122.8680693,969000.0,3.0,2.0,980,,Single Family,980 SQFT
12277,"524 13728 108 AVENUE, Surrey, BC V3T 0G2",Surrey,BC,V3T 0G2,49.1985061,-122.8420767,494900.0,1.0,1.0,589,,Condo,589 SQFT
11917,"11183 135A STREET, Surrey, BC V3R 3A7",Surrey,BC,V3R 3A7,49.2058443,-122.8471684,2699000.0,9.0,9.0,"6,221",,Single Family,"6,221 SQFT"
10234,"2806 13696 100 AVENUE, Surrey, BC V3T 0L5",Surrey,BC,V3T 0L5,49.1840466,-122.8425558,628000.0,2.0,2.0,778,,Condo,778 SQFT
4294,"125 10172 141 STREET, Surrey, BC V3T 4P6",Surrey,BC,V3T 4P6,49.1872541,-122.8311773,699900.0,2.0,2.0,"1,402",,Townhome,"1,402 SQFT"
10611,"9742 149 STREET, Surrey, BC V3R 8C6",Surrey,BC,V3R 8C6,49.179417,-122.809101,1524900.0,3.0,2.0,"1,695",,Single Family,"1,695 SQFT"
11915,"10853 10855 133A STREET, Surrey, BC V3T 4A5",Surrey,BC,V3T 4A5,49.199942,-122.853074,2500000.0,5.0,4.0,"4,182",,MultiFamily,"4,182 SQFT"
11914,"10618 10620 142 STREET, Surrey, BC V3T 4S5",Surrey,BC,V3T 4S5,49.1955456,-122.8281815,1499000.0,4.0,2.0,"1,751",,MultiFamily,"1,751 SQFT"
4437,"9012 162A STREET, Surrey, BC V4N 3L6",Surrey,BC,V4N 3L6,49.166703,-122.770871,2488800.0,5.0,5.0,"4,852",,Single Family,"4,852 SQFT"
10221,"13925 ANTRIM ROAD, Surrey, BC V3R 5H4",Surrey,BC,V3R 5H4,49.2026862,-122.8363555,2500000.0,5.0,3.0,"3,040",,Single Family,"3,040 SQFT"
11910,"14501 105A AVENUE, Surrey, BC V3R 1S2",Surrey,BC,V3R 1S2,49.1942266,-122.82026,3999000.0,1.0,0.0,"3,149",,Single Family,"3,149 SQFT"
10217,"1211 10777 UNIVERSITY DRIVE, Surrey, BC V3T 0E6",Surrey,BC,V3T 0E6,49.1984943,-122.8512214,434900.0,1.0,1.0,550,,Condo,550 SQFT
11907,"14523 105A AVENUE, Surrey, BC V3R 1S2",Surrey,BC,V3R 1S2,49.1942178,-122.8197657,3999000.0,6.0,6.0,"3,140",,Single Family,"3,140 SQFT"
11906,"14531 105A AVENUE, Surrey, BC V3R 1S2",Surrey,BC,V3R 1S2,49.1941632,-122.8195218,3350000.0,1.0,0.0,992,,Single Family,992 SQFT
11903,"3506 13778 100 AVENUE, Surrey, BC V3T 5X7",Surrey,BC,V3T 5X7,49.1840344,-122.840734,995619.0,3.0,2.0,"1,245",,Condo,"1,245 SQFT"
10202,"112 10786 140 STREET, Surrey, BC V3T 4N8",Surrey,BC,V3T 4N8,49.1986668,-122.8340225,919900.0,3.0,3.0,"1,941",,Townhome,"1,941 SQFT"
12311,"2510 13428 105 AVENUE, Surrey, BC V3T 0S1",Surrey,BC,V3T 0S1,49.192983,-122.8499985,734888.0,2.0,2.0,762,,Condo,762 SQFT
11896,"13734 105A AVENUE, Surrey, BC V3T 2B4",Surrey,BC,V3T 2B4,49.194113,-122.8414758,3399000.0,6.0,5.0,"3,500",,Single Family,"3,500 SQFT"
10661,"13869 BRENTWOOD CRESCENT, Surrey, BC V3R 5M1",Surrey,BC,V3R 5M1,49.202702,-122.8368737,2518000.0,8.0,6.0,"4,754",,Single Family,"4,754 SQFT"
12367,"13850 GROSVENOR ROAD, Surrey, BC V3R 5E8",Surrey,BC,V3R 5E8,49.2027159,-122.8381251,1800000.0,5.0,2.0,"2,330",,Single Family,"2,330 SQFT"
10029,"306 14265 103A AVENUE, Surrey, BC V3T 1T1",Surrey,BC,V3T 1T1,49.1908127,-122.8268204,539900.0,1.0,1.0,645,,Condo,645 SQFT
12432,"14858 96 AVENUE, Surrey, BC V3R 1E7",Surrey,BC,V3R 1E7,49.1765534,-122.8104651,1999000.0,3.0,3.0,"1,967",,Single Family,"1,967 SQFT"
7883,"14075 103A AVENUE, Surrey, BC V3T 1S8",Surrey,BC,V3T 1S8,49.1907916,-122.8321354,2798000.0,10.0,9.0,"3,812",,Single Family,"3,812 SQFT"
10027,"3004 13350 CENTRAL AVENUE, Surrey, BC V3T 0S1",Surrey,BC,V3T 0S1,49.1901283,-122.8524915,455000.0,1.0,1.0,461,,Condo,461 SQFT
10023,"11564 97 AVENUE, Surrey, BC V3V 2B6",Surrey,BC,V3V 2B6,49.178815,-122.9023191,1499999.0,5.0,3.0,"2,166",,Single Family,"2,166 SQFT"
6500,"9344 132 STREET, Surrey, BC V3V 5R1",Surrey,BC,V3V 5R1,49.1725557,-122.8563935,3400000.0,7.0,2.0,"3,267",,Single Family,"3,267 SQFT"
10018,"2211 13350 CENTRAL AVENUE, Surrey, BC V3T 0S1",Surrey,BC,V3T 0S1,49.1901283,-122.8524915,749900.0,2.0,2.0,718,,Condo,718 SQFT
10016,"W603 10828 139A STREET, Surrey, BC V3R 3E5",Surrey,BC,V3R 3E5,49.1993076,-122.835504,788000.0,2.0,2.0,821,,Condo,821 SQFT
10009,"2803 13428 105 AVENUE, Surrey, BC V3T 0S6",Surrey,BC,V3T 0S6,49.192983,-122.8499985,559900.0,1.0,1.0,592,,Condo,592 SQFT
9997,"911 13308 CENTRAL AVENUE, Surrey, BC V3T 0M4",Surrey,BC,V3T 0M4,49.1903583,-122.8537689,357000.0,1.0,1.0,356,,Condo,356 SQFT
9995,"2103 13685 102 AVENUE, Surrey, BC V3T 1N7",Surrey,BC,V3T 1N7,49.1880492,-122.8438238,409000.0,0.0,1.0,361,,Condo,361 SQFT
11860,"601 13458 95 AVENUE, Surrey, BC V3R 7W4",Surrey,BC,V3R 7W4,49.1753125,-122.8495565,523000.0,1.0,1.0,534,,Condo,534 SQFT
9989,"213 10616 132 STREET, Surrey, BC V3T 0T3",Surrey,BC,V3T 0T3,49.1957108,-122.8563207,398000.0,0.0,1.0,448,,Condo,448 SQFT
7130,"2903 10750 135A STREET, Surrey, BC V3T 0V4",Surrey,BC,V3T 0V4,49.1983528,-122.8470814,569900.0,1.0,1.0,485,,Condo,485 SQFT
12444,"56 11255 132 STREET, Surrey, BC V3R 4R3",Surrey,BC,V3R 4R3,49.2072081,-122.8567405,789900.0,3.0,3.0,"1,434",,Townhome,"1,434 SQFT"
12445,"4305 13696 100 AVENUE, Surrey, BC V3T 0L5",Surrey,BC,V3T 0L5,49.1840466,-122.8425558,538000.0,1.0,1.0,538,,Condo,538 SQFT
9986,"1003 10777 UNIVERSITY DRIVE, Surrey, BC V3T 0E6",Surrey,BC,V3T 0E6,49.1984943,-122.8512214,409000.0,1.0,1.0,570,,Condo,570 SQFT
7875,"1008 13655 FRASER HIGHWAY, Surrey, BC V3T 0P8",Surrey,BC,V3T 0P8,49.1808541,-122.8436833,459900.0,1.0,1.0,501,,Condo,501 SQFT
7874,"E405 13858 108 AVENUE, Surrey, BC V3T 0T8",Surrey,BC,V3T 0T8,49.1987704,-122.8379597,425000.0,0.0,1.0,389,,Condo,389 SQFT
11858,"1402 9675 KING GEORGE BOULEVARD, Surrey, BC V0V 0V0",Surrey,BC,V0V 0V0,49.1783781,-122.8461161,799900.0,2.0,2.0,856,,Condo,856 SQFT
4449,"10141 172A STREET, Surrey, BC V4N 5N8",Surrey,BC,V4N 5N8,49.1845655,-122.7440018,2938000.0,8.0,8.0,"5,877",,Single Family,"5,877 SQFT"
12453,"2 11267 133 STREET, Surrey, BC V3R 0E3",Surrey,BC,V3R 0E3,49.2073253,-122.8541986,999999.0,5.0,4.0,"1,551",,Townhome,"1,551 SQFT"
12455,"519 13733 107A AVENUE, Surrey, BC V3T 0B7",Surrey,BC,V3T 0B7,49.1980553,-122.8419875,684000.0,2.0,2.0,857,,Condo,857 SQFT
7132,"1309 13359 OLD YALE ROAD, Surrey, BC V3T 0S4",Surrey,BC,V3T 0S4,49.1870799,-122.8538263,669000.0,2.0,2.0,840,,Condo,840 SQFT
12462,"2309 13495 CENTRAL AVENUE, Surrey, BC V3T 0K2",Surrey,BC,V3T 0K2,49.1906403,-122.8481513,509000.0,1.0,1.0,533,,Condo,533 SQFT
9967,"306 9689 140 STREET, Surrey, BC V3T 0P3",Surrey,BC,V3T 0P3,49.178523,-122.834762,489000.0,1.0,1.0,569,,Condo,569 SQFT
7867,"19 9977 138 STREET, Surrey, BC V3T 5E4",Surrey,BC,V3T 5E4,49.183941,-122.839783,748888.0,2.0,3.0,"1,503",,Townhome,"1,503 SQFT"
12427,"2102 13428 105 AVENUE, Surrey, BC V3T 0S6",Surrey,BC,V3T 0S6,49.192983,-122.8499985,758000.0,2.0,2.0,797,,Condo,797 SQFT
10035,"10594 138 STREET, Surrey, BC V3T 4K5",Surrey,BC,V3T 4K5,49.1951144,-122.8393276,2500000.0,7.0,3.0,"2,612",,Single Family,"2,612 SQFT"
10113,"1807 13308 CENTRAL AVENUE, Surrey, BC V3T 0M4",Surrey,BC,V3T 0M4,49.1903583,-122.8537689,399800.0,1.0,1.0,424,,Condo,424 SQFT
10108,"11051 131A STREET, Surrey, BC V3T 3S1",Surrey,BC,V3T 3S1,49.203796,-122.8580492,2449999.0,8.0,8.0,"4,334",,Single Family,"4,334 SQFT"
12374,"618 10661 137A STREET, Surrey, BC V3T 4J7",Surrey,BC,V3T 4J7,49.1961346,-122.841158,538000.0,2.0,1.0,632,,Condo,632 SQFT
10106,"805 10626 CITY PARKWAY, Surrey, BC V3T 0S3",Surrey,BC,V3T 0S3,49.1959821,-122.8482722,523800.0,1.0,1.0,580,,Condo,580 SQFT
10672,"1109 13303 CENTRAL AVENUE, Surrey, BC V3T 0K6",Surrey,BC,V3T 0K6,49.1907101,-122.8534912,628800.0,2.0,2.0,776,,Condo,776 SQFT
7112,"14858 BLACKBIRD CRESCENT, Surrey, BC V3R 4W6",Surrey,BC,V3R 4W6,49.2045243,-122.8110355,1285000.0,5.0,2.0,"1,991",,Single Family,"1,991 SQFT"
12380,"415 10661 137A STREET, Surrey, BC V3T 4J7",Surrey,BC,V3T 4J7,49.1961346,-122.841158,499800.0,1.0,1.0,640,,Condo,640 SQFT
10094,"1705 10448 UNIVERSITY DRIVE, Surrey, BC V3T 0S7",Surrey,BC,V3T 0S7,49.1924296,-122.850531,499999.0,1.0,1.0,515,,Condo,515 SQFT
