,streetAddress,addressLocality,addressRegion,postalCode,latitude,longitude,price,property-beds,property-baths,property-sqft,Garage,Property Type,Square Footage
8966,"2604 2355 MADISON AVENUE, Burnaby, BC V5C 0B3",Burnaby,BC,V5C 0B3,49.2630202,-123.0094512,969000.0,3.0,2.0,"1,114",,Condo,"1,114 SQFT"
8964,"615 7599 15TH STREET, Burnaby, BC V3N 0H9",Burnaby,BC,V3N 0H9,49.2145803,-122.947412,675900.0,1.0,1.0,614,,Condo,614 SQFT
8679,"7169 CARDINAL COURT, Burnaby, BC V5A 1Y6",Burnaby,BC,V5A 1Y6,49.2555747,-122.9543339,2800000.0,3.0,3.0,"2,637",,Single Family,"2,637 SQFT"
8686,"5885 BRAEMAR, Burnaby, BC V5E 3L4",Burnaby,BC,V5E 3L4,49.2326859,-122.9601399,3000000.0,4.0,3.0,"3,163",,Single Family,"3,163 SQFT"
8693,"802 6398 SILVER AVENUE, Burnaby, BC V5H 0K7",Burnaby,BC,V5H 0K7,49.2250022,-123.0055424,735000.0,1.0,1.0,609,,Condo,609 SQFT
8704,"1308 2210 SPRINGER AVENUE, Burnaby, BC V5B 3M7",Burnaby,BC,V5B 3M7,49.263844,-122.9873288,1244900.0,2.0,2.0,939,,Condo,939 SQFT
8705,"1201 2210 SPRINGER AVENUE, Burnaby, BC V5B 3M7",Burnaby,BC,V5B 3M7,49.263844,-122.9873288,822900.0,1.0,1.0,658,,Condo,658 SQFT
8678,"1312 2108 GILMORE AVENUE, Burnaby, BC V5C 0N8",Burnaby,BC,V5C 0N8,49.265457,-123.0130449,599000.0,1.0,1.0,602,,Condo,602 SQFT
8706,"610 7169 14TH AVENUE, Burnaby, BC V3N 0H6",Burnaby,BC,V3N 0H6,49.2128805,-122.9506964,685000.0,1.0,1.0,658,,Condo,658 SQFT
8710,"903 2210 SPRINGER AVENUE, Burnaby, BC V5B 3M7",Burnaby,BC,V5B 3M7,49.263844,-122.9873288,881900.0,1.0,1.0,705,,Condo,705 SQFT
8714,"805 2210 SPRINGER AVENUE, Burnaby, BC V5B 3M7",Burnaby,BC,V5B 3M7,49.263844,-122.9873288,1144900.0,2.0,2.0,903,,Condo,903 SQFT
8715,"704 2210 SPRINGER AVENUE, Burnaby, BC V5B 3M7",Burnaby,BC,V5B 3M7,49.263844,-122.9873288,829900.0,1.0,1.0,649,,Condo,649 SQFT
8716,"606 2210 SPRINGER AVENUE, Burnaby, BC V5B 3M7",Burnaby,BC,V5B 3M7,49.263844,-122.9873288,1048900.0,2.0,2.0,863,,Condo,863 SQFT
8717,"602 2210 SPRINGER AVENUE, Burnaby, BC V5B 3M7",Burnaby,BC,V5B 3M7,49.263844,-122.9873288,1140900.0,2.0,2.0,902,,Condo,902 SQFT
8722,"3102 6700 DUNBLANE AVENUE, Burnaby, BC V5H 0J3",Burnaby,BC,V5H 0J3,49.2227754,-122.9922157,969000.0,2.0,2.0,800,,Condo,800 SQFT
8707,"1007 2210 SPRINGER AVENUE, Burnaby, BC V5B 3M7",Burnaby,BC,V5B 3M7,49.263844,-122.9873288,1596900.0,2.0,2.0,"1,234",,Condo,"1,234 SQFT"
10305,"1585 HEATHDALE DRIVE, Burnaby, BC V5B 3N9",Burnaby,BC,V5B 3N9,49.2701468,-122.9849439,3499000.0,8.0,8.0,"4,340",,Single Family,"4,340 SQFT"
8663,"8230 LAKEFIELD DRIVE, Burnaby, BC V5E 4G7",Burnaby,BC,V5E 4G7,49.2340952,-122.9408474,3999900.0,8.0,8.0,"4,930",,Single Family,"4,930 SQFT"
8660,"609 9888 UNIVERSITY CRESCENT, Burnaby, BC V5A 0G4",Burnaby,BC,V5A 0G4,49.2757475,-122.908985,829800.0,2.0,2.0,926,,Condo,926 SQFT
8571,"2002 7388 KINGSWAY, Burnaby, BC V3N 0G9",Burnaby,BC,V3N 0G9,49.2185757,-122.9495349,888000.0,2.0,2.0,968,,Condo,968 SQFT
8573,"7365 CANADA WAY, Burnaby, BC V3N 3J4",Burnaby,BC,V3N 3J4,49.2231288,-122.9402152,2998800.0,10.0,8.0,"5,371",,MultiFamily,"5,371 SQFT"
8576,"7044 FIELDING COURT, Burnaby, BC V5A 1Y5",Burnaby,BC,V5A 1Y5,49.2539452,-122.9579074,3200000.0,5.0,3.0,"2,485",,Single Family,"2,485 SQFT"
8585,"701 4400 BUCHANAN STREET, Burnaby, BC V5C 0E3",Burnaby,BC,V5C 0E3,49.2673542,-123.0057212,908000.0,2.0,2.0,"1,208",,Condo,"1,208 SQFT"
8588,"1802 6333 SILVER AVENUE, Burnaby, BC V5H 0C3",Burnaby,BC,V5H 0C3,49.2259499,-123.0057445,799999.0,2.0,2.0,755,,Condo,755 SQFT
8610,"1705 7090 EDMONDS STREET, Burnaby, BC V3N 0C6",Burnaby,BC,V3N 0C6,49.2145617,-122.9572539,738000.0,2.0,2.0,826,,Condo,826 SQFT
8618,"902 3920 HASTINGS STREET, Burnaby, BC V5C 6C7",Burnaby,BC,V5C 6C7,49.2809842,-123.0179769,759000.0,2.0,1.0,"1,001",,Condo,"1,001 SQFT"
8624,"7340 IMPERIAL STREET, Burnaby, BC V5E 1N7",Burnaby,BC,V5E 1N7,49.224215,-122.95624,1830500.0,5.0,2.0,"2,200",,Single Family,"2,200 SQFT"
8627,"2703 6461 TELFORD AVENUE, Burnaby, BC V5H 0B7",Burnaby,BC,V5H 0B7,49.225121,-123.004072,649000.0,1.0,1.0,511,,Condo,511 SQFT
8633,"405 6595 WILLINGDON AVENUE, Burnaby, BC V5H 4E5",Burnaby,BC,V5H 4E5,49.2232931,-123.011424,699000.0,2.0,1.0,916,,Condo,916 SQFT
8635,"308 3183 ESMOND AVENUE, Burnaby, BC V5G 4V6",Burnaby,BC,V5G 4V6,49.255576,-123.022681,539900.0,1.0,1.0,757,,Condo,757 SQFT
8639,"2602 6537 TELFORD AVENUE, Burnaby, BC V5H 0K9",Burnaby,BC,V5H 0K9,49.2245617,-123.0048299,929000.0,2.0,2.0,775,,Condo,775 SQFT
8644,"1701 4720 LOUGHEED HIGHWAY, Burnaby, BC V5C 0M8",Burnaby,BC,V5C 0M8,49.2654886,-122.9959262,625000.0,1.0,1.0,534,,Condo,534 SQFT
8647,"4105 4510 HALIFAX WAY, Burnaby, BC V5C 0K4",Burnaby,BC,V5C 0K4,49.2679573,-123.0028462,776000.0,2.0,2.0,727,,Condo,727 SQFT
8649,"209 7337 MACPHERSON AVENUE, Burnaby, BC V5J 0A9",Burnaby,BC,V5J 0A9,49.2167379,-122.9829329,588000.0,1.0,1.0,730,,Condo,730 SQFT
8654,"1108 6699 DUNBLANE AVENUE, Burnaby, BC V5H 0J8",Burnaby,BC,V5H 0J8,49.2231602,-122.9929446,899000.0,2.0,2.0,760,,Condo,760 SQFT
8655,"4103 1788 GILMORE AVENUE, Burnaby, BC V5C 0L5",Burnaby,BC,V5C 0L5,49.268316,-123.0137445,723800.0,1.0,1.0,660,,Condo,660 SQFT
8725,"606 4488 JUNEAU STREET, Burnaby, BC V5C 0M4",Burnaby,BC,V5C 0M4,49.2634288,-123.0036019,930000.0,2.0,2.0,756,,Condo,756 SQFT
9473,"1210 4168 LOUGHEED HIGHWAY, Burnaby, BC V5C 0N9",Burnaby,BC,V5C 0N9,49.2661042,-123.012536,898000.0,2.0,2.0,850,,Condo,850 SQFT
10297,"201 6388 MARLBOROUGH AVENUE, Burnaby, BC V5H4P4",Burnaby,BC,V5H4P4,49.2266612,-122.9911876,738000.0,2.0,2.0,940,,Condo,940 SQFT
8765,"Ph50 5355 LANE STREET, Burnaby, BC V5H 0H1",Burnaby,BC,V5H 0H1,49.222797,-122.9865126,723880.0,2.0,2.0,740,,Condo,740 SQFT
8891,"902 6595 BONSOR AVENUE, Burnaby, BC V5H 4G5",Burnaby,BC,V5H 4G5,49.223851,-122.998397,669000.0,2.0,2.0,914,,Condo,914 SQFT
8906,"3509 CHRISDALE AVENUE, Burnaby, BC V5A 2Y1",Burnaby,BC,V5A 2Y1,49.2532787,-122.9478297,2198000.0,5.0,3.0,"3,081",,Single Family,"3,081 SQFT"
8908,"308 7478 BYRNEPARK WALK, Burnaby, BC V3N 0B5",Burnaby,BC,V3N 0B5,49.2084719,-122.9650734,599900.0,1.0,1.0,640,,Condo,640 SQFT
8911,"108 9350 UNIVERSITY HIGH STREET, Burnaby, BC V5A 0B6",Burnaby,BC,V5A 0B6,49.2768002,-122.9063636,698000.0,2.0,2.0,972,,Condo,972 SQFT
8919,"908 1788 GILMORE AVENUE, Burnaby, BC V5C 0L5",Burnaby,BC,V5C 0L5,49.268316,-123.0137445,899900.0,2.0,2.0,942,,Condo,942 SQFT
8886,"2106 6098 STATION STREET, Burnaby, BC V5H 0H4",Burnaby,BC,V5H 0H4,49.2274664,-123.0027837,719900.0,1.0,1.0,687,,Condo,687 SQFT
8939,"5842 PORTLAND STREET, Burnaby, BC V5J 2R8",Burnaby,BC,V5J 2R8,49.2118396,-122.9784698,3288000.0,6.0,6.0,"3,931",,Single Family,"3,931 SQFT"
8946,"2503 6463 SILVER AVENUE, Burnaby, BC V5H 0K4",Burnaby,BC,V5H 0K4,49.2249375,-123.0070119,588000.0,0.0,1.0,395,,Condo,395 SQFT
8949,"2601 6383 MCKAY AVENUE, Burnaby, BC V5H 0H8",Burnaby,BC,V5H 0H8,49.2263362,-123.0066066,889000.0,2.0,2.0,805,,Condo,805 SQFT
8951,"6140 BUCKINGHAM PLACE, Burnaby, BC V5E 3W5",Burnaby,BC,V5E 3W5,49.2332945,-122.9537547,2700000.0,6.0,4.0,"3,006",,Single Family,"3,006 SQFT"
8952,"207 9288 UNIVERSITY CRESCENT, Burnaby, BC V5A 4X7",Burnaby,BC,V5A 4X7,49.2786273,-122.9036843,478800.0,1.0,1.0,637,,Condo,637 SQFT
8959,"3710 1788 GILMORE AVENUE, Burnaby, BC V5C 0L5",Burnaby,BC,V5C 0L5,49.268316,-123.0137445,979000.0,2.0,2.0,931,,Condo,931 SQFT
8963,"2201 3888 EVERGREEN PLACE, Burnaby, BC V3J 0M3",Burnaby,BC,V3J 0M3,49.249691,-122.8938104,628000.0,1.0,1.0,550,,Condo,550 SQFT
8874,"406 3888 EVERGREEN PLACE, Burnaby, BC V3J 0M3",Burnaby,BC,V3J 0M3,49.249691,-122.8938104,848000.0,2.0,2.0,891,,Condo,891 SQFT
8866,"506 4105 MAYWOOD STREET, Burnaby, BC V5H 4A3",Burnaby,BC,V5H 4A3,49.225375,-123.012052,579900.0,1.0,1.0,724,,Condo,724 SQFT
8861,"606 6080 MCKAY AVENUE, Burnaby, BC V5H 0J4",Burnaby,BC,V5H 0J4,49.2282319,-123.0035719,639900.0,1.0,1.0,540,,Condo,540 SQFT
8772,"412 9857 MANCHESTER DRIVE, Burnaby, BC V3N 4P5",Burnaby,BC,V3N 4P5,49.246422,-122.896554,459000.0,1.0,1.0,687,,Condo,687 SQFT
8786,"309 9228 SLOPES MEWS, Burnaby, BC V5A 0E9",Burnaby,BC,V5A 0E9,49.2768684,-122.9073294,658000.0,2.0,2.0,842,,Condo,842 SQFT
8788,"3503 6383 MCKAY AVENUE, Burnaby, BC V5H 0H8",Burnaby,BC,V5H 0H8,49.2263362,-123.0066066,990000.0,3.0,2.0,907,,Condo,907 SQFT
8805,"1903 6168 WILSON AVENUE, Burnaby, BC V5H 0B2",Burnaby,BC,V5H 0B2,49.22801,-123.010247,1399000.0,3.0,3.0,"1,382",,Condo,"1,382 SQFT"
8827,"407 5535 HASTINGS STREET, Burnaby, BC V5B 1R2",Burnaby,BC,V5B 1R2,49.2804279,-122.982896,769000.0,1.0,1.0,800,,Condo,800 SQFT
8828,"302 5535 HASTINGS STREET, Burnaby, BC V5B 1R2",Burnaby,BC,V5B 1R2,49.2804279,-122.982896,999000.0,2.0,2.0,"1,010",,Condo,"1,010 SQFT"
8829,"404 5535 HASTINGS STREET, Burnaby, BC V5B 1R2",Burnaby,BC,V5B 1R2,49.2804279,-122.982896,1220000.0,3.0,2.0,"1,180",,Condo,"1,180 SQFT"
8831,"408 5535 HASTINGS STREET, Burnaby, BC V5B 1R2",Burnaby,BC,V5B 1R2,49.2804279,-122.982896,688000.0,1.0,1.0,690,,Condo,690 SQFT
8833,"403 5535 HASTINGS STREET, Burnaby, BC V5B 1R2",Burnaby,BC,V5B 1R2,49.2804279,-122.982896,1100000.0,2.0,2.0,"1,010",,Condo,"1,010 SQFT"
8834,"1508 2311 BETA AVENUE, Burnaby, BC V5C 0M1",Burnaby,BC,V5C 0M1,49.2632634,-122.99861,745000.0,2.0,2.0,763,,Condo,763 SQFT
8839,"2008 3888 EVERGREEN PLACE, Burnaby, BC V3J 0M3",Burnaby,BC,V3J 0M3,49.249691,-122.8938104,957000.0,2.0,2.0,897,,Condo,897 SQFT
8848,"3810 4670 ASSEMBLY WAY, Burnaby, BC V5H 0H3",Burnaby,BC,V5H 0H3,49.2281534,-123.0024659,969000.0,2.0,2.0,887,,Condo,887 SQFT
8854,"403 9280 SALISH COURT, Burnaby, BC V3J 7J8",Burnaby,BC,V3J 7J8,49.251684,-122.902436,469900.0,1.0,1.0,766,,Condo,766 SQFT
8753,"359 5355 LANE STREET, Burnaby, BC V5H 0H1",Burnaby,BC,V5H 0H1,49.222797,-122.9865126,728880.0,2.0,2.0,778,,Condo,778 SQFT
9477,"603 2288 ALPHA AVENUE, Burnaby, BC V5C 0L9",Burnaby,BC,V5C 0L9,49.2635425,-122.9998239,750000.0,2.0,2.0,818,,Condo,818 SQFT
9481,"1007 6098 STATION STREET, Burnaby, BC V5H 0H4",Burnaby,BC,V5H 0H4,49.2274664,-123.0027837,1049000.0,2.0,2.0,"1,012",,Condo,"1,012 SQFT"
9483,"3903 PENDER STREET, Burnaby, BC V5C 2L7",Burnaby,BC,V5C 2L7,49.28042,-123.018379,1190000.0,2.0,2.0,"1,383",,Townhome,"1,383 SQFT"
9959,"4001 4168 LOUGHEED HIGHWAY, Burnaby, BC V5C 6A7",Burnaby,BC,V5C 6A7,49.2661042,-123.012536,698888.0,1.0,1.0,525,,Condo,525 SQFT
9981,"40 7388 MACPHERSON AVENUE, Burnaby, BC V5J 0A1",Burnaby,BC,V5J 0A1,49.217225,-122.982419,658000.0,2.0,1.0,767,,Condo,767 SQFT
9992,"7520 6TH STREET, Burnaby, BC V3N 3M1",Burnaby,BC,V3N 3M1,49.2236809,-122.9331786,1999900.0,,0.0,"1,800",,MultiFamily,"1,800 SQFT"
9993,"7520 6TH STREET, Burnaby, BC V3N 3M1",Burnaby,BC,V3N 3M1,49.2236809,-122.9331786,1999900.0,4.0,2.0,"1,800",,Single Family,"1,800 SQFT"
9994,"190 N ELLESMERE AVENUE, Burnaby, BC V5B 1J8",Burnaby,BC,V5B 1J8,49.2859588,-122.9818293,2199000.0,4.0,2.0,"2,583",,Single Family,"2,583 SQFT"
10002,"2308 6098 STATION STREET, Burnaby, BC V5H 0H4",Burnaby,BC,V5H 0H4,49.2274664,-123.0027837,694000.0,1.0,1.0,609,,Condo,609 SQFT
10003,"TH1 6288 CASSIE AVENUE, Burnaby, BC V5H 0H7",Burnaby,BC,V5H 0H7,49.2258626,-123.0074036,1580000.0,3.0,3.0,"1,322",,Townhome,"1,322 SQFT"
9952,"201 6540 BURLINGTON AVENUE, Burnaby, BC V5H 4G3",Burnaby,BC,V5H 4G3,49.224549,-122.990066,689000.0,2.0,1.0,"1,026",,Condo,"1,026 SQFT"
10012,"5269 DOMINION STREET, Burnaby, BC V5G 1E1",Burnaby,BC,V5G 1E1,49.256372,-122.9878618,3100000.0,4.0,2.0,"2,160",,Single Family,"2,160 SQFT"
10021,"26 6538 ELGIN AVENUE, Burnaby, BC V5H 3S6",Burnaby,BC,V5H 3S6,49.2247401,-122.9819383,649000.0,1.0,1.0,593,,Townhome,593 SQFT
10042,"5634 MARINE DRIVE, Burnaby, BC V5J 3G8",Burnaby,BC,V5J 3G8,49.206067,-122.9821795,3298000.0,6.0,6.0,"4,560",,MultiFamily,"4,560 SQFT"
10047,"7519 14TH AVENUE, Burnaby, BC V3N 2A2",Burnaby,BC,V3N 2A2,49.2184713,-122.9398171,1999000.0,7.0,4.0,"2,246",,Single Family,"2,246 SQFT"
10051,"711 8750 UNIVERSITY CRESCENT, Burnaby, BC V5A 0G9",Burnaby,BC,V5A 0G9,49.2797642,-122.9105636,599900.0,1.0,1.0,577,,Condo,577 SQFT
10013,"617 3809 EVERGREEN PLACE, Burnaby, BC V3J 0M1",Burnaby,BC,V3J 0M1,49.2501393,-122.8940917,777000.0,2.0,2.0,751,,Condo,751 SQFT
9950,"1604 4890 LOUGHEED HIGHWAY, Burnaby, BC V0V 0V0",Burnaby,BC,V0V 0V0,49.2651874,-122.9927837,899800.0,2.0,2.0,745,,Condo,745 SQFT
9945,"5333 BARKER AVENUE, Burnaby, BC V5H 2N6",Burnaby,BC,V5H 2N6,49.2358893,-123.0115334,5200000.0,5.0,11.0,"3,996",,Single Family,"3,996 SQFT"
10276,"5451 BRAELAWN DRIVE, Burnaby, BC V5B 4S8",Burnaby,BC,V5B 4S8,49.2695334,-122.9862575,3895000.0,6.0,4.0,"4,608",,Single Family,"4,608 SQFT"
9882,"1409 6511 SUSSEX AVENUE, Burnaby, BC V5H 0K5",Burnaby,BC,V5H 0K5,49.2244388,-123.0029375,648000.0,1.0,1.0,527,,Condo,527 SQFT
9883,"305 5222 GRIMMER STREET, Burnaby, BC V0V 0V0",Burnaby,BC,V0V 0V0,49.2234735,-122.9885088,959900.0,2.0,2.0,887,,Condo,887 SQFT
9884,"218 5222 GRIMMER STREET, Burnaby, BC V0V 0V0",Burnaby,BC,V0V 0V0,49.2234735,-122.9885088,691900.0,1.0,1.0,632,,Condo,632 SQFT
9890,"6708 WINCH STREET, Burnaby, BC V5B 4K2",Burnaby,BC,V5B 4K2,49.2695667,-122.9643492,3898000.0,8.0,8.0,"5,660",,Single Family,"5,660 SQFT"
9896,"607 2108 GILMORE AVENUE, Burnaby, BC V5C 0N8",Burnaby,BC,V5C 0N8,49.265457,-123.0130449,1038000.0,2.0,2.0,960,,Condo,960 SQFT
9903,"7370 12 AVENUE, Burnaby, BC V3N 2J9",Burnaby,BC,V3N 2J9,49.2141517,-122.9406507,2150000.0,7.0,5.0,"4,200",,Single Family,"4,200 SQFT"
9904,"1605 2200 DOUGLAS ROAD, Burnaby, BC V5C 0G8",Burnaby,BC,V5C 0G8,49.2643933,-122.9891411,649990.0,1.0,1.0,640,,Condo,640 SQFT
9905,"7312 BROADWAY, Burnaby, BC V5A 1S2",Burnaby,BC,V5A 1S2,49.260957,-122.950425,2449000.0,7.0,6.0,"3,322",,Single Family,"3,322 SQFT"
9913,"320 7588 W 16TH STREET, Burnaby, BC V3N 0H8",Burnaby,BC,V3N 0H8,49.2141679,-122.9482972,758888.0,2.0,2.0,753,,Condo,753 SQFT
9922,"3848 PINE STREET, Burnaby, BC V5G 1Z2",Burnaby,BC,V5G 1Z2,49.2459078,-123.0188115,1645000.0,3.0,2.0,"1,236",,Single Family,"1,236 SQFT"
9924,"81 GROSVENOR AVENUE, Burnaby, BC V5B 3N7",Burnaby,BC,V5B 3N7,49.2834767,-122.9853825,3188000.0,6.0,7.0,"3,372",,Single Family,"3,372 SQFT"
9932,"4107 4720 LOUGHEED HIGHWAY, Burnaby, BC V5C 0M8",Burnaby,BC,V5C 0M8,49.2654886,-122.9959262,1198000.0,2.0,2.0,989,,Condo,989 SQFT
9936,"502 4168 LOUGHHEED HIGHWAY, Burnaby, BC V5C 0N9",Burnaby,BC,V5C 0N9,49.2661042,-123.012536,1189900.0,2.0,2.0,"1,065",,Condo,"1,065 SQFT"
9938,"318 7599 15TH STREET, Burnaby, BC V3N 0H9",Burnaby,BC,V3N 0H9,49.2145216,-122.9473339,928000.0,3.0,2.0,900,,Condo,900 SQFT
9943,"2507 4168 LOUGHEED HIGHWAY, Burnaby, BC V5C 0N9",Burnaby,BC,V5C 0N9,49.2661042,-123.012536,1125900.0,2.0,2.0,985,,Condo,985 SQFT
9944,"2907 4168 LOUGHEED HIGHWAY, Burnaby, BC V5C 0N9",Burnaby,BC,V5C 0N9,49.2661042,-123.012536,1130900.0,2.0,2.0,985,,Condo,985 SQFT
10059,"1704 2311 BETA AVENUE, Burnaby, BC V5C 0M1",Burnaby,BC,V5C 0M1,49.2632634,-122.99861,798000.0,2.0,2.0,778,,Condo,778 SQFT
9880,"119 7588 16TH STREET, Burnaby, BC V3N 0H8",Burnaby,BC,V3N 0H8,49.2141679,-122.9482972,829900.0,2.0,2.0,832,,Condo,832 SQFT
10066,"7307 2ND STREET, Burnaby, BC V3N 3P9",Burnaby,BC,V3N 3P9,49.2292411,-122.9303904,2488000.0,5.0,5.0,"3,289",,Single Family,"3,289 SQFT"
10081,"807 6699 DUNBLANE AVENUE, Burnaby, BC V5H 0J8",Burnaby,BC,V5H 0J8,49.2231602,-122.9929446,889000.0,2.0,2.0,776,,Condo,776 SQFT
10175,"3406 2135 SPRINGER AVENUE, Burnaby, BC V0V 0V0",Burnaby,BC,V0V 0V0,49.2646287,-122.9879577,1139900.0,2.0,2.0,757,,Condo,757 SQFT
10176,"3205 2135 SPRINGER AVENUE, Burnaby, BC V0V 0V0",Burnaby,BC,V0V 0V0,49.2646287,-122.9879577,874900.0,2.0,1.0,673,,Condo,673 SQFT
10177,"2406 2135 SPRINGER AVENUE, Burnaby, BC V0V 0V0",Burnaby,BC,V0V 0V0,49.2646287,-122.9879577,1119900.0,2.0,2.0,837,,Condo,837 SQFT
10192,"1803 2345 MADISON AVENUE, Burnaby, BC V5C 0B4",Burnaby,BC,V5C 0B4,49.2630386,-123.0110384,749999.0,2.0,2.0,870,,Condo,870 SQFT
10201,"318 9888 UNIVERSITY CRESCENT, Burnaby, BC V5A 0G4",Burnaby,BC,V5A 0G4,49.2757475,-122.908985,678800.0,2.0,2.0,846,,Condo,846 SQFT
10205,"4667 CHARLOTTE COURT, Burnaby, BC V5G 2V1",Burnaby,BC,V5G 2V1,49.2379652,-122.9989131,1999000.0,5.0,2.0,"2,079",,Single Family,"2,079 SQFT"
10174,"4005 2135 SPRINGER AVENUE, Burnaby, BC V0V 0V0",Burnaby,BC,V0V 0V0,49.2646287,-122.9879577,1234900.0,2.0,2.0,855,,Condo,855 SQFT
10218,"109 3738 NORFOLK STREET, Burnaby, BC V5G 4V4",Burnaby,BC,V5G 4V4,49.2553742,-123.0220312,535000.0,1.0,1.0,765,,Condo,765 SQFT
10232,"2107 4168 LOUGHEED HIGHWAY, Burnaby, BC V5C 0N9",Burnaby,BC,V5C 0N9,49.2661042,-123.012536,990000.0,2.0,2.0,997,,Condo,997 SQFT
10236,"3610 4168 LOUGHEED HIGHWAY, Burnaby, BC V5C 0N9",Burnaby,BC,V5C 0N9,49.2661042,-123.012536,1008000.0,2.0,2.0,850,,Condo,850 SQFT
10238,"202 9128 CAPELLA DRIVE, Burnaby, BC V3J 7K3",Burnaby,BC,V3J 7K3,49.2601382,-122.9036096,599900.0,3.0,1.0,"1,058",,Condo,"1,058 SQFT"
10241,"5257 NORFOLK STREET, Burnaby, BC V5G 1G3",Burnaby,BC,V5G 1G3,49.2554245,-122.988247,1799000.0,5.0,3.0,"2,277",,Single Family,"2,277 SQFT"
10244,"903 4880 LOUGHEED HIGHWAY, Burnaby, BC V5C 0N1",Burnaby,BC,V5C 0N1,49.2650199,-122.9940629,998900.0,2.0,2.0,868,,Condo,868 SQFT
10245,"514 7599 15TH STREET, Burnaby, BC V3N 0H9",Burnaby,BC,V3N 0H9,49.2145216,-122.9473339,739900.0,2.0,2.0,786,,Condo,786 SQFT
10252,"1607 4711 HAZEL STREET, Burnaby, BC V5H 0J9",Burnaby,BC,V5H 0J9,49.2293447,-122.997897,716000.0,1.0,1.0,588,,Condo,588 SQFT
10225,"8056 GILLEY AVENUE, Burnaby, BC V5J 4Y5",Burnaby,BC,V5J 4Y5,49.2106167,-122.9718323,1899000.0,5.0,2.0,"1,360",,Single Family,"1,360 SQFT"
10172,"4401 2135 SPRINGER AVENUE, Burnaby, BC V0V 0V0",Burnaby,BC,V0V 0V0,49.2646287,-122.9879577,3188800.0,3.0,3.0,"1,632",,Condo,"1,632 SQFT"
10171,"3804 2135 SPRINGER AVENUE, Burnaby, BC V0V 0V0",Burnaby,BC,V0V 0V0,49.2646287,-122.9879577,1164900.0,2.0,2.0,850,,Condo,850 SQFT
10170,"4628 WESTLAWN DRIVE, Burnaby, BC V5C 3R1",Burnaby,BC,V5C 3R1,49.2720602,-123.0005488,3188000.0,6.0,5.0,"4,003",,Single Family,"4,003 SQFT"
10083,"3556 LAKEDALE AVENUE, Burnaby, BC V5A 3E3",Burnaby,BC,V5A 3E3,49.2519952,-122.9257879,2880000.0,6.0,4.0,"5,529",,Single Family,"5,529 SQFT"
10092,"2407 4650 BRENTWOOD BOULEVARD, Burnaby, BC V5C 0M3",Burnaby,BC,V5C 0M3,49.2670015,-122.9984526,1040000.0,2.0,2.0,916,,Condo,916 SQFT
10101,"407 9580 TOWER ROAD, Burnaby, BC V5A 0G5",Burnaby,BC,V5A 0G5,49.2784675,-122.9086676,649900.0,2.0,2.0,858,,Condo,858 SQFT
10115,"3801 6000 MCKAY AVENUE, Burnaby, BC V5H 0K2",Burnaby,BC,V5H 0K2,49.2290892,-123.0027106,688000.0,1.0,1.0,528,,Condo,528 SQFT
10118,"104 3770 MANOR STREET, Burnaby, BC V5G 4T5",Burnaby,BC,V5G 4T5,49.2569924,-123.021159,499000.0,1.0,1.0,684,,Condo,684 SQFT
10119,"1306 5333 GORING STREET, Burnaby, BC V5B 0B6",Burnaby,BC,V5B 0B6,49.2633098,-122.9864015,868000.0,2.0,2.0,876,,Condo,876 SQFT
10127,"505 6188 PATTERSON AVENUE, Burnaby, BC V5H 2N1",Burnaby,BC,V5H 2N1,49.2278413,-123.0120431,969000.0,2.0,2.0,"1,070",,Condo,"1,070 SQFT"
10267,"7478 SANDBORNE AVENUE, Burnaby, BC V3N 5A9",Burnaby,BC,V3N 5A9,49.2093832,-122.9602404,4249900.0,8.0,4.0,"4,013",,Single Family,"4,013 SQFT"
10136,"6732 BURNS STREET, Burnaby, BC V5E 1T4",Burnaby,BC,V5E 1T4,49.22554,-122.9640389,2790000.0,7.0,4.0,"4,260",,Single Family,"4,260 SQFT"
10137,"1301 6288 CASSIE AVENUE, Burnaby, BC V5H 0H7",Burnaby,BC,V5H 0H7,49.2258626,-123.0074036,858000.0,2.0,2.0,814,,Condo,814 SQFT
10139,"2111 6098 STATION STREET, Burnaby, BC V5H 0H4",Burnaby,BC,V5H 0H4,49.2274664,-123.0027837,699800.0,1.0,1.0,583,,Condo,583 SQFT
10146,"509 2351 BETA AVENUE, Burnaby, BC V5C 0M2",Burnaby,BC,V5C 0M2,49.2634236,-122.9977824,649900.0,1.0,1.0,634,,Condo,634 SQFT
10151,"2608 4720 LOUGHEED HIGHWAY, Burnaby, BC V5C 0M8",Burnaby,BC,V5C 0M8,49.2653451,-122.9953721,659000.0,1.0,1.0,535,,Condo,535 SQFT
10167,"4301 2135 SPRINGER AVENUE, Burnaby, BC V0V 0V0",Burnaby,BC,V0V 0V0,49.2646287,-122.9879577,2988800.0,3.0,3.0,"1,556",,Condo,"1,556 SQFT"
10168,"3902 2135 SPRINGER AVENUE, Burnaby, BC V0V 0V0",Burnaby,BC,V0V 0V0,49.2646287,-122.9879577,1254900.0,2.0,2.0,856,,Condo,856 SQFT
8568,"2502 9888 CAMERON STREET, Burnaby, BC V3J 0A4",Burnaby,BC,V3J 0A4,49.2522069,-122.8945421,788000.0,2.0,2.0,962,,Condo,962 SQFT
